internship_title,company_name,location,start_date,duration,stipend
Academic Content Expert - Statistics (English),QA Solvers,Noida,Immediately,3 Months,"₹ 15,000-22,000 /month"
Field Sales,Sports For All,Gurgaon,Immediately,3 Months,"₹ 10,000-15,000 /month"
Visualizing/Design,Peppermint Communications Private Limited,Bhiwandi,Immediately,3 Months,"₹ 12,000 /month"
Business Development (Sales),Growify Digital,Delhi,Immediately,3 Months,"₹ 10,000-12,000 /month"
Business Development (Sales),Flutch Technology Private Limited,Bangalore,Immediately,3 Months,"₹ 5,000 /month"
Business Development,Tring,Mumbai,Immediately,3 Months,"₹ 11,000 /month"
Business Development (Sales),Six Ladders,Mumbai,Immediately,3 Months,"₹ 10,000-11,000 /month"
Makeup Academy Coordination And Communication,MARS Cosmetics,Delhi,Immediately,3 Months,"₹ 15,000 /month"
Recruitment,Webkorps Services India Pvt. LTD,Indore,Immediately,3 Months,"₹ 2,000 /month"
Digital Marketing,MAGNUM Constructions,Bangalore,Immediately,3 Months,"₹ 10,000 /month +  Incentives"
Social Media Marketing (Facebook),Stirring Minds,Delhi,Immediately,3 Months,"₹ 5,000-10,000 /month"
Graphic Design,STEMpedia,Ahmedabad,Immediately,3 Months,"₹ 8,000-14,000 /month"
Graphic Design,Analytics Vidhya,Gurgaon,Immediately,3 Months,"₹ 20,000 /month"
Event Management,Stirring Minds,Delhi,Immediately,3 Months,"₹ 7,000-10,000 /month"
Growth Associate (Corporate Sales),SuperHuman Race Private Limited,Mumbai,Immediately,3 Months,"₹ 9,000 /month"
Field Sales,Candorr International,Mumbai,Immediately,3 Months,"₹ 10,000 /month"
International Live Touring,OML Entertainment Private Limited,Mumbai,Immediately,3 Months,"₹ 15,000 /month"
Sales,AulaCube Technologies Private Limited,Ahmedabad,Immediately,3 Months,"₹ 8,000-20,000 /month"
Advertisement Film Production,Deepwoods Online Services Private Limited,Bangalore,Immediately,3 Months,"₹ 5,000 /month"
Social Media Marketing,Growify Digital,Delhi,Immediately,3 Months,"₹ 10,000-12,000 /month"
Coordination,SuperTails,Bangalore,Immediately,3 Months,"₹ 15,000 /month"
Climate Leader Stewardship,Energy Alternatives India,Chennai,Immediately,3 Months,"₹ 15,000-20,000 /month"
Visual Merchandising,SuperTails,Bangalore,Immediately,3 Months,"₹ 10,000-15,000 /month"
Campus Ambassador,One Love,Work From Home,Immediately,3 Months,Performance Based
HR Recruitment,EFOS Edumarketers Private Limited,Noida,Immediately,3 Months,"₹ 6,000 /month +  Incentives"
Talent Sourcing,ODN Digital Services Private Limited,Delhi,Immediately,3 Months,"₹ 5,000-10,000 /month"
Academic Content Expert - Physics (English),QA Solvers,Varanasi,Immediately,3 Months,"₹ 15,000-22,000 /month"
Campus Ambassador,CodeMasters Studio,Work From Home,Immediately,3 Months,Performance Based
Human Resources (HR),FabAlley,Noida,Immediately,3 Months,"₹ 7,000 /month"
Business Development (Sales),Wealthvidya,Mumbai,Immediately,3 Months,"₹ 10,000 /month +  Incentives"
Graphic Design,Girish Jain Proptech Private Limited,Noida,Immediately,3 Months,"₹ 3,000-8,000 /month"
Customer Service,Concept Mastery,Ghaziabad,Immediately,3 Months,"₹ 2,000 /month"
Corporate Sales,PatilKaki,Navi Mumbai,Immediately,3 Months,"₹ 8,000 /month"
Digital Marketing,Grassrootz Products,Mumbai,Immediately,3 Months,"₹ 5,000 /month"
Product Marketing,Pepper Money,Mumbai,Immediately,3 Months,"₹ 10,000-15,000 /month"
Human Resources (HR),TheCoinRepublic,Bhopal,Immediately,3 Months,"₹ 10,000 /month"
Creative Media,Ostello India Private Limited,Delhi,Immediately,3 Months,"₹ 8,000-12,000 /month"
Human Resources (HR),TheCoinRepublic,Indore,Immediately,3 Months,"₹ 10,000 /month"
Pharmacy Operations,SuperTails,Bangalore,Immediately,3 Months,"₹ 10,000-15,000 /month"
Content Creation,Hilt Brands India Private Limited,Bangalore,Immediately,3 Months,"₹ 6,000 /month +  Incentives"
Business Development (Sales),DevTown,Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Digital Marketing,Be Better Personal Care Private Limited,Bangalore,Immediately,3 Months,"₹ 6,999 /month"
Business Development (B2C Channel),Prost Technologies Private Limited (OneAssure),Bangalore,Immediately,3 Months,"₹ 15,000 /month"
Sales & Lead Generation,TestAIng Solutions,Bangalore,Immediately,3 Months,"₹ 10,000 /month"
Inside Sales,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Immediately,3 Months,"₹ 10,000-20,000 /month"
House Keeping,One Root,Bangalore,Immediately,3 Months,"₹ 2,500 /month +  Incentives"
Graphic Design,BookMyShow,Mumbai,Immediately,3 Months,"₹ 7,500 /month"
Social Media Marketing,Kiaya Accessories,Bangalore,Immediately,3 Months,"₹ 8,000 /month"
Customer Service,Bluer,Mumbai,Immediately,3 Months,"₹ 15,000 /month"
Business Development (Sales),SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Immediately,3 Months,"₹ 10,000-20,000 /month"
Academic Content Expert - Physics (English),QA Solvers,Noida,Immediately,3 Months,"₹ 15,000-22,000 /month"
E-commerce Executive,"CropG1 Agro Research & Development Pvt. Ltd., Bangalore",Bangalore,Immediately,3 Months,"₹ 10,000 /month"
Photography,Rentkar-Switch To Share,Mumbai,Immediately,3 Months,"₹ 12,000-14,000 /month"
Graphic Design,Fabulous Media Private Limited,Gurgaon,Immediately,3 Months,"₹ 5,000-15,000 /month"
Content Development (English),IDZ Digital Private Limited,Mumbai,Immediately,3 Months,"₹ 10,000 /month"
Customer Success (Calling),Pepper Money,Mumbai,Immediately,3 Months,"₹ 10,000-15,000 /month"
Tele Calling Sales,Skills Beyond Education,Bangalore,Immediately,5 Months,"₹ 12,000 /month +  Incentives"
Search Engine Optimization (SEO),IDZ Digital Private Limited,Mumbai,Immediately,5 Months,"₹ 8,000 /month"
Telemarketing [In Office],RK Media,Mumbai,Immediately,5 Months,"₹ 7,500 /month"
Marketing,LexValueAdd Consulting Pvt. Ltd.,Mumbai,Immediately,5 Months,"₹ 10,000 /month +  Incentives"
Hotel Management (Service),One Root,Bangalore,Immediately,5 Months,"₹ 2,500 /month +  Incentives"
Marketing,Zedex Info Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Content Creation (Shoe Category),The Souled Store,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
B2B Sales,OpeninApp,Bangalore,Immediately,5 Months,"₹ 15,000-25,000 /month"
Customer Service,Momorita,Bangalore,Immediately,5 Months,"₹ 12,000 /month"
Marketing,Bempu Health,Bangalore,Immediately,5 Months,"₹ 15,000 /month"
Digital Marketing,Creatiwise,Mumbai,Immediately,5 Months,"₹ 7,000-14,000 /month"
Marketing,Pepper Money,Mumbai,Immediately,5 Months,"₹ 10,000-15,000 /month"
Enterprise Account Management (Sales),Bilateral Solutions Private Limited,Mandi,Immediately,5 Months,"₹ 15,000-20,000 /month"
Social Media Marketing,A TO Z Diamonds,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Investment Advisory,Valcreate Investment Managers LLP,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Social Media Marketing,Dangayach School Of Hotel Management,Jaipur,Immediately,5 Months,"₹ 3,000-10,000 /month"
Customer Service & Social Media Management,Folk Creations,Mumbai,Immediately,5 Months,"₹ 3,000 /month"
Digital Marketing,IDZ Digital Private Limited,Mumbai,Immediately,5 Months,"₹ 8,000 /month"
Sales Development Representative,Stackwit (OPC) Private Limited,Bangalore,Immediately,5 Months,"₹ 7,000-12,000 /month"
Academic Counseling,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Immediately,5 Months,"₹ 10,000-20,000 /month"
Operations,YourDOST Health Solutions,Bangalore,Immediately,5 Months,"₹ 15,000-18,000 /month"
Business Development (Sales),KRISHTEC,Erode,Immediately,5 Months,"₹ 8,000 /month +  Incentives"
Business Development (Sales),Expertrons,Hyderabad,Immediately,5 Months,"₹ 10,000 /month +  Incentives"
Graphic Art,IDZ Digital Private Limited,Thane,Immediately,5 Months,"₹ 8,000 /month"
Customer Success,SkilloVilla Technologies Private Limited,Bangalore,Immediately,5 Months,"₹ 15,000 /month"
Product Marketing,Eldon Marques,Mumbai,Immediately,5 Months,"₹ 5,000 /month +  Incentives"
Social Media Marketing,Ukiyo Stays,Mumbai,Immediately,5 Months,"₹ 8,000-10,000 /month"
Field Sales,Qlearncept,Hyderabad,Immediately,5 Months,"₹ 10,000-15,000 /month"
Academic Content Expert - Economics (English),QA Solvers,Varanasi,Immediately,5 Months,"₹ 15,000-22,000 /month"
English Teaching,Book Einstein,Mumbai,Immediately,5 Months,"₹ 15,000-20,000 /month"
Influencer Sales & Outreach,OpeninApp,Bangalore,Immediately,5 Months,"₹ 25,000 /month"
Educational Video Creation,SR Edu Technologies,Hyderabad,Immediately,5 Months,"₹ 15,000-20,000 /month"
Graphic Design,BrandVU,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Operations,TopLine Vision,Kochi,Immediately,5 Months,"₹ 7,000-9,000 /month"
Marketing (For Exhibitions),Tasuvure,Delhi,Immediately,5 Months,"₹ 15,000-20,000 /month"
"Design (Fashion/Textile/Sourcing) Internship In Delhi,",Joints Health Private Limited,Delhi,Immediately,5 Months,"₹ 6,000 /month +  Incentives"
Graphic Design,The Crimson Cape,Mumbai,Immediately,5 Months,"₹ 10,000-16,000 /month"
Social Media Marketing,Content-Whale,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Graphic Design,Anomalous,Mumbai,Immediately,5 Months,"₹ 12,000-15,000 /month"
Sales And Marketing,Global Marketing Services,Bangalore,Immediately,5 Months,"₹ 10,000 /month"
Telecalling,Rizzle,Hyderabad,Immediately,3 Months,"₹ 10,000 /month"
Event Management,Visual Reality Events & Production,Bangalore,Immediately,3 Months,"₹ 5,000-10,000 /month"
Social Media Marketing,Lord’s Mark Industries Private Limited,Thane,Immediately,3 Months,"₹ 8,000 /month"
Content Writing,Elixir Equities Private Limited,Mumbai,Immediately,3 Months,"₹ 12,000-17,000 /month"
Marketing And Sales,Parallel Minds,Pune,Immediately,3 Months,"₹ 5,000 /month"
Business Development (Sales),10xTechClub,Pune,Immediately,3 Months,"₹ 5,000 /month +  Incentives"
Content Writing,Mobavenue Media Private Limited,Mumbai,Immediately,3 Months,"₹ 8,000-10,000 /month"
Admission Counselling,Digi Grow Hub Education,Pune,Immediately,3 Months,"₹ 3,000 /month"
Digital Marketing,Appopoleis Studios,Mumbai,Immediately,3 Months,"₹ 15,000-25,000 /month"
"Event Operations, Sports Management, Marketing, Sales, PR",Sports For All,Mumbai,Immediately,3 Months,"₹ 5,000 lump sum"
Graphic Design,Momorita,Bangalore,Immediately,3 Months,"₹ 12,000 /month"
FRONT OFFICE,One Root,Bangalore,Immediately,3 Months,"₹ 2,500 /month +  Incentives"
Social Innovation,Makerble,Work From Home,Immediately,3 Months,"₹ 10,000-15,000 /month"
Community Development,OpeninApp,Bangalore,Immediately,3 Months,"₹ 15,000-25,000 /month"
Video Making/Editing,Creafinity LLP,Pune,Immediately,3 Months,"₹ 8,000-15,000 /month"
Social Media Marketing,The Yellow Spot,Mumbai,Immediately,3 Months,"₹ 5,000-10,000 /month"
Social Media Management,Qlearncept,Hyderabad,Immediately,3 Months,"₹ 18,000 /month"
CXO Digital Expert Connect Related Work,"Digital Value Stream (Dubai, United Arab Emirates)",Work From Home,Immediately,3 Months,"₹ 5,000 /month"
Human Resources (HR),Dynamic Monks,Delhi,Immediately,3 Months,"₹ 5,000 /month +  Incentives"
Human Resources (HR),BlueCommerce,Delhi,Immediately,3 Months,"₹ 6,000 /month"
Business Development (Sales & Marketing),Trucktek Private Limited,Pune,Immediately,3 Months,"₹ 12,000 /month"
Graphic Design,Content-Whale,Mumbai,Immediately,3 Months,"₹ 10,000 /month"
Client Servicing,DViO Digital Private Limited,Pune,Immediately,3 Months,"₹ 7,000 /month"
Product Management,Fusion Data Solutions,Noida,Immediately,3 Months,"₹ 10,000 /month"
Content Writing,IDZ Digital Private Limited,Mumbai,Immediately,3 Months,"₹ 8,000 /month"
Architecture,Vartika Jangid,Jaipur,Immediately,3 Months,"₹ 15,000 /month"
Human Resources (HR),Misemind Technologies,Delhi,Immediately,3 Months,"₹ 10,000-12,000 /month"
Fashion Photography,Growify Digital,Delhi,Immediately,3 Months,"₹ 10,000 /month"
Digital Marketing,Pro India,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Content Development (English),Sports For All,Pune,Immediately,3 Months,"₹ 5,000 lump sum"
Operations,Atelierish Media,Kolkata,Immediately,3 Months,"₹ 7,000-10,000 /month"
Hotel Management (Food & Beverage Production),One Root,Bangalore,Immediately,3 Months,"₹ 2,500 /month +  Incentives"
Copywriting,OML Entertainment Private Limited,Mumbai,Immediately,3 Months,"₹ 15,000 /month"
Graphic Design & Management,DBG TECH SOLUTIONS,Mumbai,Immediately,3 Months,"₹ 8,000 /month"
Digital Marketing,E2E Recycling Business Private Limited,Bangalore,Immediately,3 Months,"₹ 10,000 /month"
Social Media Marketing,SVF Entertainment Private Limited,Kolkata,Immediately,3 Months,"₹ 7,000-10,000 /month"
Affiliate Sales Strategy,OpeninApp,Bangalore,Immediately,3 Months,"₹ 25,000 /month"
Content Marketing,SVF Entertainment Private Limited,Kolkata,Immediately,3 Months,"₹ 7,000-10,000 /month"
Graphic Design,Uni-Med India,Mumbai,Immediately,3 Months,"₹ 9,000 /month"
Customer Service,SVF Entertainment Private Limited,Kolkata,Immediately,3 Months,"₹ 10,000-12,000 /month"
Video Making/Editing,SVF Entertainment Private Limited,Kolkata,Immediately,2 Months,"₹ 8,000-10,000 /month"
Video Making/Editing,Arista Vault,Bangalore,Immediately,2 Months,"₹ 30,000 /month"
Graphic Design,Trade Brains,Bangalore,Immediately,2 Months,"₹ 8,000-10,000 /month"
Social Media Marketing (Branded Content),OML Entertainment Private Limited,Mumbai,Immediately,2 Months,"₹ 15,000 /month"
Graphic Design,Faclon,Mumbai,Immediately,2 Months,"₹ 7,000-10,000 /month"
Business Development (Sales),ArthaSarthi Financial Services,Pune,Immediately,2 Months,"₹ 10,000 /month"
Architecture,Design Harmony,Bangalore,Immediately,2 Months,"₹ 5,000 /month +  Incentives"
Social Media Marketing,Weekend UX,Work From Home,Immediately,2 Months,"₹ 5,000 /month"
Sales,Breakout,Bangalore,Immediately,2 Months,"₹ 6,000-8,000 /month"
Social Media Marketing - Hindi,SVF Entertainment Private Limited,Kolkata,Immediately,2 Months,"₹ 7,000-10,000 /month"
Graphic Design,NetBramha Studios,Bangalore,Immediately,2 Months,"₹ 10,000-12,000 /month"
Content Writing,Atelierish Media,Kolkata,Immediately,2 Months,"₹ 7,000-12,000 /month"
Client Servicing - Advertising & Events,Matrix International,Kolkata,Immediately,2 Months,"₹ 8,000 /month"
Graphic Design,Dashtoon,Bangalore,Immediately,2 Months,"₹ 15,000 /month"
Business Development (Sales),Exa Mobility India Private Limited,Pune,Immediately,2 Months,"₹ 15,000-30,000 /month"
AI Art,Dashtoon,Bangalore,Immediately,2 Months,"₹ 15,000 /month"
Content Creation,10xTechClub,Pune,Immediately,2 Months,"₹ 5,000 /month +  Incentives"
Founder In Residence,OpeninApp,Bangalore,Immediately,2 Months,"₹ 15,000-25,000 /month"
Graphic Design,SVF Entertainment Private Limited,Kolkata,Immediately,2 Months,"₹ 7,000-10,000 /month"
Supply Chain & Logistics Operations,Arcatron Mobility Private Limited,Pune,Immediately,2 Months,"₹ 12,000 /month"
Management,One Root,Bangalore,Immediately,2 Months,"₹ 2,500 /month +  Incentives"
Digital Art Illustration,Dashtoon,Bangalore,Immediately,2 Months,"₹ 15,000 /month"
Subject Matter Expert (Chemical Engineering),Paradise Edu Services,Work From Home,Immediately,2 Months,"₹ 12,000 /month"
Operations,Exa Mobility India Private Limited,Pune,Immediately,2 Months,"₹ 10,000-20,000 /month"
Marketing,Idea Usher,Work From Home,Immediately,2 Months,"₹ 8,000-15,000 /month"
Administration & Operations,Sarvam Foundation,Gurgaon,Immediately,2 Months,"₹ 2,000-5,000 /month"
Business Development (Sports),Primeshift,Delhi,Immediately,2 Months,"₹ 12,000 /month"
Social Media Management,Exa Mobility India Private Limited,Pune,Immediately,2 Months,"₹ 12,000-25,000 /month"
New Market Acquisition Lead,One Root,Bangalore,Immediately,2 Months,"₹ 15,000-25,000 /month"
Creative Design,Select Media Holdings LLP,Mumbai,Immediately,2 Months,"₹ 8,000-10,000 /month"
Comic Book Illustration,Dashtoon,Bangalore,Immediately,2 Months,"₹ 15,000 /month"
Graphic Design,Creafinity LLP,Pune,Immediately,2 Months,"₹ 6,000-12,000 /month"
Human Resources (HR),Ukiyo Stays,Mumbai,Immediately,2 Months,"₹ 8,000-10,000 /month"
Marketing,PlantByte Foods & Nutrition Pvt Ltd,Bangalore,Immediately,2 Months,"₹ 8,000-10,000 /month"
Business Development (Sales),Ally Digital Media,Mumbai,Immediately,2 Months,"₹ 10,000 /month"
Business Development (Sales),Sunburn Impex,Mumbai,Immediately,2 Months,"₹ 10,000 /month +  Incentives"
Placement Operations,DataTrained Education Private Limited,Noida,Immediately,2 Months,"₹ 10,000 /month"
Human Resources (HR),Traya Health,Mumbai,Immediately,2 Months,"₹ 15,000 /month"
Human Resources (HR),Ekostay,Mumbai,Immediately,2 Months,"₹ 10,000 /month"
Event Operations,Sports For All,Pune,Immediately,2 Months,"₹ 5,000 lump sum"
Business Development (Sales),Johan Brown Publishing Private Limited,Hyderabad,Immediately,1 Month,"₹ 5,000 /month +  Incentives"
HR,Manastu Space Technologies,Mumbai,Immediately,1 Month,"₹ 15,000 /month"
Human Resources (HR),Growify Digital,Delhi,Immediately,1 Month,"₹ 8,000-12,000 /month"
Social Media Marketing,Ally Digital Media,Mumbai,Immediately,1 Month,"₹ 8,000 /month"
Recruitment,Touchcore Systems Private Limited,Pune,Immediately,1 Month,"₹ 10,000 /month"
Client Servicing,One Root,Bangalore,Immediately,1 Month,"₹ 12,000-16,000 /month"
Business Development (Sales),Ostello India Private Limited,Work From Home,Immediately,1 Month,"₹ 4,000-8,000 /month"
Inside Sales,SmartED,Bangalore,Immediately,1 Month,"₹ 14,000 /month"
Founders Office,Punt Partners,Bangalore,Immediately,1 Month,"₹ 15,000 /month"
Social Media Marketing,Earth5R,Mumbai,Immediately,1 Month,"₹ 8,000 /month"
Operations,Universal Adventures,Work From Home,Immediately,1 Month,"₹ 2,000-4,000 /month"
Teaching (Pre-school),IDZ Digital Private Limited,Mumbai,Immediately,1 Month,"₹ 10,000 /month"
